id,title,datetaken,dateupload,description,license,ownername,latitude,longitude,url,photopage,tags
5047708490,Indian Summer,2010-10-02 14:30:06,1286119206,"",6,A. Strakey,40.779623,-73.968887,http://farm5.staticflickr.com/4137/5047708490_463d4c4745.jpg,http://www.flickr.com/photos/7416936@N05/5047708490,nyc//newyorkcity//ir//centralpark//manhattan//infrared//gothamist//cp//gotham//centralparksouth//unionsquare//curbed//uppereastside//turtlepond//belvederecastle//newyorkny//digitalinfrared//corinthiancolumns//thegreatlawn//stonebridge//gapstow//gapstowbridge//thebigapple//centralparkeast//castironbuilding//johnkellum//convertedir//67e11thst//jamesmccreerydrygoodsstore
4827255695,On Top of the Rock - the Central Park and George Washington Bridge at night,2009-01-04 22:24:22,1280083104,"",6,max_ff_g,40.759391,-73.97968,http://farm5.staticflickr.com/4097/4827255695_6884681f43.jpg,http://www.flickr.com/photos/42969675@N06/4827255695,centralpark//rockefellercenter//georgewashingtonbridge//gebuilding//rcabuilding//raymondhood//30rockefellerplaza//associatedarchitects//ontopoftherock
4716101344,Weeping Evening,2010-04-02 18:17:56,1277000215,"",6,claire.whitehouse,40.782304,-73.967235,http://farm5.staticflickr.com/4051/4716101344_597fc4226c.jpg,http://www.flickr.com/photos/91202424@N00/4716101344,nyc//newyorkcity//tree//evening//dusk//centralpark//weepingwillow//citysnidget//clairewhitehouse
4715455647,Urban Seuss,2010-04-02 18:00:59,1277000116,art installation on 59th and 5th,6,claire.whitehouse,40.764925,-73.973221,http://farm5.staticflickr.com/4050/4715455647_63875be7a7.jpg,http://www.flickr.com/photos/91202424@N00/4715455647,nyc//newyorkcity//art//children//whimsy//centralpark//drseuss//citysnidget//clairewhitehouse
4621479434,Friends Apartment Building,2010-05-16 18:46:36,1274270169,"",6,andy_hudd,40.731951,-74.005627,http://farm5.staticflickr.com/4034/4621479434_88e0382a41.jpg,http://www.flickr.com/photos/34985728@N07/4621479434,friends//newyork//baseball//centralpark//timessquare//ghostbusters//centralperk//davidschwimmer//jenniferaniston
4620869877,Ghostbusters,2010-05-16 18:10:28,1274270147,Hook &amp; Ladder Company 8 Fire Station (Ghostbusters  Headquarters),6,andy_hudd,40.720015,-74.008244,http://farm5.staticflickr.com/4023/4620869877_930d3a2744.jpg,http://www.flickr.com/photos/34985728@N07/4620869877,nyc//newyork//station//fire//baseball//centralpark//timessquare//ghostbusters
4620870095,Ghostbusters,2010-05-16 18:13:11,1274270156,Hook &amp; Ladder Company 8 Fire Station (Ghostbusters  Headquarters),6,andy_hudd,40.720015,-74.008244,http://farm5.staticflickr.com/4057/4620870095_d28fb5b67c.jpg,http://www.flickr.com/photos/34985728@N07/4620870095,newyork//baseball//centralpark//timessquare//ghostbusters
4535892544,Down the Rabbit Hole,2010-04-19 10:59:58,1271706877,"",6,A. Strakey,40.767297,-73.973994,http://farm5.staticflickr.com/4037/4535892544_686dba2102.jpg,http://www.flickr.com/photos/7416936@N05/4535892544,nyc//ny//newyork//ir//arch//centralpark//manhattan//infrared//gothamist//archway//cp//centralparksouth//curbed//newyorkny//digitalinfrared//stonebridge//gapstowbridge//thebigapple//thepond//convertedir//goodolgapstow
4505375334,Spring's Meadow,2010-04-09 08:57:47,1270818772,"<a href=""http://bighugelabs.com/onblack.php?id=4505375334&amp;size=large"" rel=""nofollow"">View On Black</a> and Large",6,A. Strakey,40.772701,-73.97511,http://farm3.staticflickr.com/2677/4505375334_6deb576b9c.jpg,http://www.flickr.com/photos/7416936@N05/4505375334,nyc//panorama//ny//skyline//cityscape//centralpark//manhattan//gothamist//cp//centralparksouth//hdr//curbed//newyorkny//thebigapple//sheepsmeadow//photomatix//nycnewyork//newyorkhdr
4504384278,On A Spring Night in Gotham,2010-04-08 21:46:21,1270778093,"",6,A. Strakey,40.767419,-73.974144,http://farm3.staticflickr.com/2736/4504384278_fd08b673e5.jpg,http://www.flickr.com/photos/7416936@N05/4504384278,nyc//ny//newyork//arch//centralpark//manhattan//theplaza//gothamist//archway//cp//centralparksouth//newyorkny//stonebridge//gapstowbridge//thebigapple//thepond//newyorknight//goodolgapstow
4143429413,Flatiron,2009-10-22 17:43:16,1259511201,"",6,dada2005,40.743615,-73.994979,http://farm3.staticflickr.com/2664/4143429413_4d036820ce.jpg,http://www.flickr.com/photos/64848033@N00/4143429413,life//street//city//newyorkcity//travel//autumn//usa//colour//building//fall//leaves//yellow//skyscraper//centralpark//flag//flatiron
4144186058,Flatiron,2009-10-22 17:41:38,1259511126,"",6,dada2005,40.743615,-73.994979,http://farm3.staticflickr.com/2655/4144186058_79b865857d.jpg,http://www.flickr.com/photos/64848033@N00/4144186058,life//street//city//newyorkcity//travel//autumn//usa//colour//building//fall//leaves//yellow//skyscraper//centralpark//flag//flatiron
4144178576,Andy & Campbell,2009-10-24 20:52:59,1259510971,"",6,dada2005,40.743615,-73.994979,http://farm3.staticflickr.com/2795/4144178576_c49784dc0e.jpg,http://www.flickr.com/photos/64848033@N00/4144178576,life//street//city//newyorkcity//travel//autumn//usa//colour//building//fall//leaves//yellow//skyscraper//centralpark//flag
4098788649,DSC_5182,2009-11-05 23:25:31,1258070668,Tomato Soup,6,crazyoctopus,40.767858,-73.9788,http://farm3.staticflickr.com/2747/4098788649_7df9f0c32e.jpg,http://www.flickr.com/photos/20711027@N07/4098788649,new//york//nyc//newyork//centralpark//tomatosoup//tavernonthegreen
4099545584,DSC_5190,2009-11-05 23:26:16,1258070713,Tomato Soup,6,crazyoctopus,40.767858,-73.9788,http://farm3.staticflickr.com/2481/4099545584_87397b9c4d.jpg,http://www.flickr.com/photos/20711027@N07/4099545584,new//york//nyc//newyork//centralpark//tomatosoup//tavernonthegreen
4099549304,DSC_5203,2009-11-06 00:24:25,1258070844,"Bilal agve us a tour of the end bit of central park, awesome guy. we actually stuck with him instead of taking the horse drawn carriage.",6,crazyoctopus,40.767858,-73.9788,http://farm3.staticflickr.com/2456/4099549304_4a4d6d75ce.jpg,http://www.flickr.com/photos/20711027@N07/4099549304,new//york//nyc//newyork//centralpark//bilal//bicyclecarriage
6923354647,Central Park,2011-09-21 09:55:14,1330008980,En el corazón verde...,6,Manel,40.769329,-73.97541,http://farm8.staticflickr.com/7206/6923354647_486b6eab9c.jpg,http://www.flickr.com/photos/51035681884@N01/6923354647,heart//centralpark//corazón
6547984407,NYC-park,2011-12-11 12:43:06,1324457084,I just love it.,6,LaurenC.,40.765833,-73.9735,http://farm8.staticflickr.com/7010/6547984407_a48733f33c.jpg,http://www.flickr.com/photos/48727061@N07/6547984407,newyorkcity//newyork//centralpark
6547962947,NYC-skaters,2011-12-11 12:49:54,1324456632,The ice skating rink at Central Park.,6,LaurenC.,40.768166,-73.974334,http://farm8.staticflickr.com/7014/6547962947_bd96b4e517.jpg,http://www.flickr.com/photos/48727061@N07/6547962947,newyorkcity//newyork//centralpark//iceskating
6547962471,NYC-park-2,2011-12-11 12:42:47,1324456620,From Central Park.,6,LaurenC.,40.766166,-73.974,http://farm8.staticflickr.com/7171/6547962471_8cb65a07ae.jpg,http://www.flickr.com/photos/48727061@N07/6547962471,newyorkcity//newyork//centralpark
6183361590,The Dakota,2011-09-24 14:49:25,1316993880,"",6,jmd41280,40.776308,-73.975946,http://farm7.staticflickr.com/6156/6183361590_74b5ea592f.jpg,http://www.flickr.com/photos/91396833@N00/6183361590,newyorkcity//newyork//centralpark//manhattan//johnlennon//newyorkny//thebeatles//thedakota
6183362738,Strawberry Fields,2011-09-24 14:54:18,1316993902,"",6,jmd41280,40.775309,-73.975024,http://farm7.staticflickr.com/6162/6183362738_0bc6ba956f.jpg,http://www.flickr.com/photos/91396833@N00/6183362738,newyorkcity//newyork//centralpark//manhattan//johnlennon//strawberryfields//newyorkny//thebeatles
6182839771,Central Park Lake,2011-09-24 14:03:04,1316993848,"",6,jmd41280,40.775756,-73.971805,http://farm7.staticflickr.com/6170/6182839771_5375c20065.jpg,http://www.flickr.com/photos/91396833@N00/6182839771,newyorkcity//newyork//centralpark//manhattan//newyorkny//centralparklake
6182840859,The Mall in Central Park,2011-09-24 14:31:52,1316993868,"",6,jmd41280,40.773554,-73.971076,http://farm7.staticflickr.com/6172/6182840859_04da879f9f.jpg,http://www.flickr.com/photos/91396833@N00/6182840859,newyorkcity//newyork//centralpark//manhattan//newyorkny//themall//centralparkmall
6177435703,NYC desde el Metropolitan,2011-09-21 12:11:36,1316870596,"",6,Manel,40.778477,-73.964633,http://farm7.staticflickr.com/6180/6177435703_5f7b53810e.jpg,http://www.flickr.com/photos/51035681884@N01/6177435703,nyc//verde//green//skyline//centralpark//manhattan//nuevayork
5983747494,"",2011-07-17 16:51:48,1311827699,Balto at Central Park,6,gypsychica17,40.715387,-74.008712,http://farm7.staticflickr.com/6003/5983747494_050a2c57b2.jpg,http://www.flickr.com/photos/54030938@N05/5983747494,nyc//newyorkcity//newyork//centralpark//balto
5983741324,"",2011-07-17 16:50:54,1311827508,Balto at Central Park,6,gypsychica17,40.715517,-74.006996,http://farm7.staticflickr.com/6132/5983741324_ee16f02003.jpg,http://www.flickr.com/photos/54030938@N05/5983741324,nyc//newyorkcity//newyork//centralpark//balto
5983735492,"",2011-07-17 16:27:32,1311827341,Central Park,6,gypsychica17,40.715126,-74.005279,http://farm7.staticflickr.com/6128/5983735492_0814cb4465.jpg,http://www.flickr.com/photos/54030938@N05/5983735492,nyc//newyorkcity//newyork//centralpark
5983167343,"",2011-07-17 16:27:07,1311827185,Central Park,6,gypsychica17,40.715256,-74.008712,http://farm7.staticflickr.com/6150/5983167343_13a79c68e7.jpg,http://www.flickr.com/photos/54030938@N05/5983167343,nyc//newyorkcity//newyork//centralpark
5983724588,"",2011-07-17 16:30:26,1311827028,Central Park,6,gypsychica17,40.715907,-74.006996,http://farm7.staticflickr.com/6128/5983724588_5f6695d57e.jpg,http://www.flickr.com/photos/54030938@N05/5983724588,nyc//newyorkcity//newyork//centralpark
5983718918,"",2011-07-17 16:27:19,1311826856,Alice In Wonderland at Central Park,6,gypsychica17,40.715777,-74.005966,http://farm7.staticflickr.com/6030/5983718918_754e2bb8db.jpg,http://www.flickr.com/photos/54030938@N05/5983718918,nyc//newyorkcity//newyork//centralpark
5983134793,"",2011-07-17 16:25:14,1311826287,Central Park,6,gypsychica17,40.715517,-74.006309,http://farm7.staticflickr.com/6137/5983134793_749b89cd23.jpg,http://www.flickr.com/photos/54030938@N05/5983134793,nyc//newyorkcity//newyork//centralpark
5983149543,"",2011-07-17 16:26:30,1311826690,Central Park,6,gypsychica17,40.715647,-74.010086,http://farm7.staticflickr.com/6001/5983149543_9d34edd590.jpg,http://www.flickr.com/photos/54030938@N05/5983149543,nyc//newyorkcity//newyork//centralpark
5983143447,"",2011-07-17 16:25:38,1311826523,Central Park,6,gypsychica17,40.716037,-74.006652,http://farm7.staticflickr.com/6007/5983143447_001ceb0c41.jpg,http://www.flickr.com/photos/54030938@N05/5983143447,nyc//newyorkcity//newyork//centralpark
5983138731,"",2011-07-17 16:25:27,1311826395,Alice In Wonderland at Central Park,6,gypsychica17,40.715126,-74.006996,http://farm7.staticflickr.com/6022/5983138731_39bbfeb90f.jpg,http://www.flickr.com/photos/54030938@N05/5983138731,nyc//newyorkcity//newyork//centralpark
5983123985,"",2011-07-17 16:20:41,1311825989,Central Park,6,gypsychica17,40.714996,-74.004249,http://farm7.staticflickr.com/6020/5983123985_1ae9c5828b.jpg,http://www.flickr.com/photos/54030938@N05/5983123985,nyc//newyorkcity//newyork//centralpark
5983119563,"",2011-07-17 16:20:32,1311825863,Central Park,6,gypsychica17,40.716688,-74.007682,http://farm7.staticflickr.com/6138/5983119563_6fe6d0d1f5.jpg,http://www.flickr.com/photos/54030938@N05/5983119563,nyc//newyorkcity//newyork//centralpark
5983129403,"",2011-07-17 16:24:52,1311826139,Central Park,6,gypsychica17,40.715387,-74.003562,http://farm7.staticflickr.com/6017/5983129403_27e809257a.jpg,http://www.flickr.com/photos/54030938@N05/5983129403,nyc//newyorkcity//newyork//centralpark
5983115027,"",2011-07-17 16:15:57,1311825725,Central Park,6,gypsychica17,40.714996,-74.007339,http://farm7.staticflickr.com/6010/5983115027_d735f1e3fb.jpg,http://www.flickr.com/photos/54030938@N05/5983115027,nyc//newyorkcity//newyork//reflection//pond//centralpark
5983672482,"",2011-07-17 16:15:47,1311825554,Central Park,6,gypsychica17,40.714866,-74.008026,http://farm7.staticflickr.com/6012/5983672482_8f084d3a38.jpg,http://www.flickr.com/photos/54030938@N05/5983672482,nyc//newyorkcity//newyork//reflection//pond//centralpark
5983090969,"",2011-07-17 15:59:42,1311825073,Central Park,6,gypsychica17,40.716037,-74.006309,http://farm7.staticflickr.com/6129/5983090969_f06bb69702.jpg,http://www.flickr.com/photos/54030938@N05/5983090969,nyc//newyorkcity//newyork//centralpark
5983666590,"",2011-07-17 16:14:17,1311825395,Central Park,6,gypsychica17,40.715517,-74.005279,http://farm7.staticflickr.com/6024/5983666590_41def4185c.jpg,http://www.flickr.com/photos/54030938@N05/5983666590,nyc//newyorkcity//newyork//reflection//pond//centralpark
5983096599,"",2011-07-17 16:03:24,1311825227,Central Park,6,gypsychica17,40.715126,-74.006652,http://farm7.staticflickr.com/6003/5983096599_e2d9bb7063.jpg,http://www.flickr.com/photos/54030938@N05/5983096599,nyc//newyorkcity//newyork//fountain//statue//centralpark
5983636636,"",2011-07-17 15:46:24,1311824599,Central Park,6,gypsychica17,40.715907,-74.005966,http://farm7.staticflickr.com/6142/5983636636_d564a45ee6.jpg,http://www.flickr.com/photos/54030938@N05/5983636636,nyc//newyorkcity//newyork//centralpark//imagine//johnlennon//thebeatles
5983067163,"",2011-07-17 15:29:12,1311824432,Central Park,6,gypsychica17,40.716818,-74.009399,http://farm7.staticflickr.com/6005/5983067163_9e9dabf84f.jpg,http://www.flickr.com/photos/54030938@N05/5983067163,nyc//newyorkcity//bridge//blackandwhite//newyork//centralpark
5983086597,"",2011-07-17 15:58:41,1311824948,Central Park,6,gypsychica17,40.716167,-74.007339,http://farm7.staticflickr.com/6129/5983086597_dc0474d4c5.jpg,http://www.flickr.com/photos/54030938@N05/5983086597,nyc//newyorkcity//newyork//fountain//statue//centralpark
5983056915,"",2011-07-17 15:28:16,1311824154,Central Park,6,gypsychica17,40.715517,-74.004249,http://farm7.staticflickr.com/6147/5983056915_94228297d7.jpg,http://www.flickr.com/photos/54030938@N05/5983056915,nyc//newyorkcity//newyork//skyline//centralpark
5983062599,"",2011-07-17 15:28:32,1311824313,Central Park,6,gypsychica17,40.716427,-74.005966,http://farm7.staticflickr.com/6013/5983062599_d8c1a77e74.jpg,http://www.flickr.com/photos/54030938@N05/5983062599,nyc//newyorkcity//newyork//skyline//centralpark
5983050817,"",2011-07-17 15:26:01,1311823994,Central Park,6,gypsychica17,40.716948,-74.006996,http://farm7.staticflickr.com/6142/5983050817_db98239dc3.jpg,http://www.flickr.com/photos/54030938@N05/5983050817,nyc//newyorkcity//trees//newyork//water//boat//centralpark
5977516941,"",2011-06-24 11:18:52,1311689679,"",6,caperry123,40.766233,-73.973629,http://farm7.staticflickr.com/6005/5977516941_15ce6311bb.jpg,http://www.flickr.com/photos/50290923@N06/5977516941,nyc//newyorkcity//photographer//centralpark//manhattan
5978080014,central park,2011-06-24 11:39:20,1311689682,"",6,caperry123,40.766233,-73.973629,http://farm7.staticflickr.com/6010/5978080014_4ed0e86346.jpg,http://www.flickr.com/photos/50290923@N06/5978080014,nyc//newyorkcity//centralpark//manhattan
5978079796,"",2011-06-24 11:15:25,1311689677,"",6,caperry123,40.766233,-73.973629,http://farm7.staticflickr.com/6004/5978079796_c766767d04.jpg,http://www.flickr.com/photos/50290923@N06/5978079796,nyc//newyorkcity//centralpark//manhattan
5977516715,imagine,2011-06-24 11:05:15,1311689675,"",6,caperry123,40.76486,-73.973822,http://farm7.staticflickr.com/6029/5977516715_50cb5face9.jpg,http://www.flickr.com/photos/50290923@N06/5977516715,nyc//newyorkcity//centralpark//manhattan//imagine//johnlennon//strawberryfields
5977517295,"",2011-06-24 12:22:13,1311689687,"",6,caperry123,40.766233,-73.973629,http://farm7.staticflickr.com/6011/5977517295_ab36d8698f.jpg,http://www.flickr.com/photos/50290923@N06/5977517295,nyc//newyorkcity//centralpark//manhattan
5978079720,strawberry fields,2011-06-24 11:07:41,1311689676,"",6,caperry123,40.76486,-73.973822,http://farm7.staticflickr.com/6009/5978079720_36551481df.jpg,http://www.flickr.com/photos/50290923@N06/5978079720,nyc//newyorkcity//centralpark//manhattan//johnlennon//strawberryfields
5977517195,central park serenity,2011-06-24 11:50:16,1311689685,"",6,caperry123,40.766233,-73.973629,http://farm7.staticflickr.com/6014/5977517195_0fb43431fe.jpg,http://www.flickr.com/photos/50290923@N06/5977517195,nyc//newyorkcity//couple//centralpark//manhattan//rowboat
5977517083,joanna,2011-06-24 11:20:56,1311689682,"",6,caperry123,40.766233,-73.973629,http://farm7.staticflickr.com/6024/5977517083_ac38a20d21.jpg,http://www.flickr.com/photos/50290923@N06/5977517083,nyc//newyorkcity//centralpark//manhattan
5977517011,central park,2011-06-24 11:48:47,1311689681,view through the bridge,6,caperry123,40.766233,-73.973629,http://farm7.staticflickr.com/6132/5977517011_a26b26a3c2.jpg,http://www.flickr.com/photos/50290923@N06/5977517011,nyc//newyorkcity//couple//centralpark//manhattan//rowboat
5975823089,Getting Comfortable,2011-05-22 19:17:30,1311642213,"",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6138/5975823089_f79bd4af38.jpg,http://www.flickr.com/photos/20579457@N00/5975823089,newyork//centralpark//modelmayhem//carmennatasha
5975821007,One with Nature,2011-05-22 18:44:06,1311642168,"",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6013/5975821007_1ce719f122.jpg,http://www.flickr.com/photos/20579457@N00/5975821007,newyork//centralpark//modelmayhem//carmennatasha
5976384010,Blending In,2011-05-22 18:46:22,1311642183,"",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6135/5976384010_5deb867607.jpg,http://www.flickr.com/photos/20579457@N00/5976384010,newyork//centralpark//modelmayhem//carmennatasha
5975820503,A Look,2011-05-22 18:35:12,1311642158,"",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6125/5975820503_babce12749.jpg,http://www.flickr.com/photos/20579457@N00/5975820503,newyork//centralpark//modelmayhem//carmennatasha
5976382414,Prone,2011-05-22 18:33:00,1311642149,"Carmen, on one of the rocks in Central park... good times.",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6147/5976382414_aac661e561.jpg,http://www.flickr.com/photos/20579457@N00/5976382414,newyork//centralpark//modelmayhem//carmennatasha
5976385920,Sassy,2011-05-22 19:24:36,1311642225,"Strobist Info: Just one light, camera right, into a 43&quot; umbrella. Probably my SB900 triggered by PW+II :) For a better photo, I probably should have had a hair/separation light from the left... maybe next time...",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6142/5976385920_7f4d5a6a5f.jpg,http://www.flickr.com/photos/20579457@N00/5976385920,newyork//centralpark//modelmayhem//carmennatasha
5975824133,Chatting,2011-05-22 19:25:44,1311642236,"",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6134/5975824133_d25dd74aeb.jpg,http://www.flickr.com/photos/20579457@N00/5975824133,newyork//centralpark//modelmayhem//carmennatasha
5975822347,Elegant,2011-05-22 18:54:08,1311642196,"Strobist Info: SB900 into a 43&quot; Brolly, camera right, PW'd. Simple lighting is best :)",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6149/5975822347_18255fbdf2.jpg,http://www.flickr.com/photos/20579457@N00/5975822347,newyork//centralpark//modelmayhem//carmennatasha
5976386912,Vogue!,2011-05-22 19:28:32,1311642247,"",6,m00by,40.79682,-73.952552,http://farm7.staticflickr.com/6022/5976386912_71431cfc6c.jpg,http://www.flickr.com/photos/20579457@N00/5976386912,newyork//centralpark//modelmayhem//carmennatasha
5963353215,The Wall,2011-05-27 01:08:00,1311334309,Walking along Central Park's south wall at night... not too late. :),6,m00by,40.766956,-73.978736,http://farm7.staticflickr.com/6127/5963353215_b696a1c4c0.jpg,http://www.flickr.com/photos/20579457@N00/5963353215,newyork//centralpark
5963350467,Pond in Darkness,2011-05-27 01:20:14,1311334197,The Pond near the Apple Store in Central Park... It's not too late... I don't think.,6,m00by,40.765266,-73.975077,http://farm7.staticflickr.com/6022/5963350467_da77a38860.jpg,http://www.flickr.com/photos/20579457@N00/5963350467,newyork//centralpark
5958765961,It was a hot summer night...,2011-07-19 20:10:29,1311199241,"",6,A. Strakey,40.783157,-73.960132,http://farm7.staticflickr.com/6135/5958765961_f5d16876bc.jpg,http://www.flickr.com/photos/7416936@N05/5958765961,nyc//newyorkcity//sunset//newyork//dusk//centralpark//manhattan//gothamist//gotham//curbed//newyorkny//centralparkwest//thebigapple//centralparkreservoir//jacquelinekennedyonassisreservoir//centralparksunset
5948200334,IMG_5413,2011-07-16 20:06:50,1310940212,"",6,RowlandKidman,40.773554,-73.973135,http://farm7.staticflickr.com/6124/5948200334_7edcfbb91c.jpg,http://www.flickr.com/photos/62515548@N04/5948200334,newyork//joseph//dancing//centralpark//july//2011
5809766753,"",2011-06-03 15:45:26,1307493251,"",6,layfad,40.771815,-73.974981,http://farm4.staticflickr.com/3186/5809766753_1a5dc2b892.jpg,http://www.flickr.com/photos/34408470@N02/5809766753,nyc//couple//centralpark
